mmwr_week,week,week_start,week_end,season,pathogen,lab_tot_tested,lab_tot_positive,lab_pct_positive,lab_tot_tested_cumulative,lab_tot_positive_cumulative,lab_pct_positive_cumulative,current_week_ending,row_id
202249,49,12/04/2022,12/10/2022,2022-2023,Adenovirus,1492,40,0.0268096515,13548,445,0.03,12/09/2023,202249-Adenovirus
202249,49,12/04/2022,12/10/2022,2022-2023,Human Metapneumovirus,1492,5,0.0033512064,13703,72,0.01,12/09/2023,202249-Human Metapneumovirus
202249,49,12/04/2022,12/10/2022,2022-2023,Influenza,7711,1861,0.2413435352,61281,9258,0.15,12/09/2023,202249-Influenza
202249,49,12/04/2022,12/10/2022,2022-2023,Parainfluenza,2074,28,0.0135004822,18553,742,0.04,12/09/2023,202249-Parainfluenza
202249,49,12/04/2022,12/10/2022,2022-2023,RSV,5862,193,0.0329239168,47550,5657,0.12,12/09/2023,202249-RSV
202249,49,12/04/2022,12/10/2022,2022-2023,Rhinovirus/Enterovirus,1485,152,0.1023569024,13608,2471,0.18,12/09/2023,202249-Rhinovirus/Enterovirus
202249,49,12/04/2022,12/10/2022,2022-2023,SARS-CoV-2,8159,744,0.0911876455,79117,5466,0.07,12/09/2023,202249-SARS-CoV-2
202249,49,12/04/2022,12/10/2022,2022-2023,Seasonal Coronaviruses,2067,32,0.015481374,19038,129,0.01,12/09/2023,202249-Seasonal Coronaviruses
202250,50,12/11/2022,12/17/2022,2022-2023,Adenovirus,1423,34,0.0238931834,14971,479,0.03,12/16/2023,202250-Adenovirus
202250,50,12/11/2022,12/17/2022,2022-2023,Human Metapneumovirus,1513,12,0.0079312624,15216,84,0.01,12/16/2023,202250-Human Metapneumovirus
202250,50,12/11/2022,12/17/2022,2022-2023,Influenza,7420,1343,0.1809973046,68701,10601,0.15,12/16/2023,202250-Influenza
202250,50,12/11/2022,12/17/2022,2022-2023,Parainfluenza,2041,26,0.0127388535,20594,768,0.04,12/16/2023,202250-Parainfluenza
202250,50,12/11/2022,12/17/2022,2022-2023,RSV,5536,163,0.0294436416,53086,5820,0.11,12/16/2023,202250-RSV
202250,50,12/11/2022,12/17/2022,2022-2023,Rhinovirus/Enterovirus,1410,155,0.109929078,15018,2626,0.17,12/16/2023,202250-Rhinovirus/Enterovirus
202250,50,12/11/2022,12/17/2022,2022-2023,SARS-CoV-2,7326,731,0.0997815998,86443,6197,0.07,12/16/2023,202250-SARS-CoV-2
202250,50,12/11/2022,12/17/2022,2022-2023,Seasonal Coronaviruses,2028,60,0.0295857988,21066,189,0.01,12/16/2023,202250-Seasonal Coronaviruses
202251,51,12/18/2022,12/24/2022,2022-2023,Adenovirus,1205,35,0.0290456432,16176,514,0.03,12/23/2023,202251-Adenovirus
202251,51,12/18/2022,12/24/2022,2022-2023,Human Metapneumovirus,1205,12,0.0099585062,16421,96,0.01,12/23/2023,202251-Human Metapneumovirus
202251,51,12/18/2022,12/24/2022,2022-2023,Influenza,5807,714,0.1229550542,74508,11315,0.15,12/23/2023,202251-Influenza
202251,51,12/18/2022,12/24/2022,2022-2023,Parainfluenza,1649,30,0.0181928441,22243,798,0.04,12/23/2023,202251-Parainfluenza
202251,51,12/18/2022,12/24/2022,2022-2023,RSV,4405,106,0.0240635641,57491,5926,0.10,12/23/2023,202251-RSV
202251,51,12/18/2022,12/24/2022,2022-2023,Rhinovirus/Enterovirus,1201,128,0.1065778518,16219,2754,0.17,12/23/2023,202251-Rhinovirus/Enterovirus
202251,51,12/18/2022,12/24/2022,2022-2023,SARS-CoV-2,6231,684,0.1097737121,92674,6881,0.07,12/23/2023,202251-SARS-CoV-2
202251,51,12/18/2022,12/24/2022,2022-2023,Seasonal Coronaviruses,1645,80,0.0486322188,22711,269,0.01,12/23/2023,202251-Seasonal Coronaviruses
202252,52,12/25/2022,12/31/2022,2022-2023,Adenovirus,1153,21,0.0182133565,17329,535,0.03,12/30/2023,202252-Adenovirus
202252,52,12/25/2022,12/31/2022,2022-2023,Human Metapneumovirus,1153,27,0.0234171726,17574,123,0.01,12/30/2023,202252-Human Metapneumovirus
202252,52,12/25/2022,12/31/2022,2022-2023,Influenza,5699,437,0.0766801193,80207,11752,0.15,12/30/2023,202252-Influenza
202252,52,12/25/2022,12/31/2022,2022-2023,Parainfluenza,1828,33,0.0180525164,24071,831,0.03,12/30/2023,202252-Parainfluenza
202252,52,12/25/2022,12/31/2022,2022-2023,RSV,4123,89,0.0215862236,61614,6015,0.10,12/30/2023,202252-RSV
202252,52,12/25/2022,12/31/2022,2022-2023,Rhinovirus/Enterovirus,1147,115,0.1002615519,17366,2869,0.17,12/30/2023,202252-Rhinovirus/Enterovirus
202252,52,12/25/2022,12/31/2022,2022-2023,SARS-CoV-2,5736,693,0.1208158996,98410,7574,0.08,12/30/2023,202252-SARS-CoV-2
202252,52,12/25/2022,12/31/2022,2022-2023,Seasonal Coronaviruses,1822,91,0.0499451153,24533,360,0.01,12/30/2023,202252-Seasonal Coronaviruses
202301,1,01/01/2023,01/07/2023,2022-2023,Adenovirus,1049,33,0.0314585319,18378,568,0.03,01/06/2024,202301-Adenovirus
202301,1,01/01/2023,01/07/2023,2022-2023,Human Metapneumovirus,1055,27,0.0255924171,18629,150,0.01,01/06/2024,202301-Human Metapneumovirus
202301,1,01/01/2023,01/07/2023,2022-2023,Influenza,4918,156,0.0317202115,85125,11908,0.14,01/06/2024,202301-Influenza
202301,1,01/01/2023,01/07/2023,2022-2023,Parainfluenza,1682,22,0.0130796671,25753,853,0.03,01/06/2024,202301-Parainfluenza
202301,1,01/01/2023,01/07/2023,2022-2023,RSV,3421,67,0.0195849167,65035,6082,0.09,01/06/2024,202301-RSV
202301,1,01/01/2023,01/07/2023,2022-2023,Rhinovirus/Enterovirus,1049,110,0.1048617731,18415,2979,0.16,01/06/2024,202301-Rhinovirus/Enterovirus
202301,1,01/01/2023,01/07/2023,2022-2023,SARS-CoV-2,7348,617,0.0839684268,105758,8191,0.08,01/06/2024,202301-SARS-CoV-2
202301,1,01/01/2023,01/07/2023,2022-2023,Seasonal Coronaviruses,1676,85,0.0507159905,26209,445,0.02,01/06/2024,202301-Seasonal Coronaviruses
202302,2,01/08/2023,01/14/2023,2022-2023,Adenovirus,1029,45,0.0437317784,19407,613,0.03,01/13/2024,202302-Adenovirus
202302,2,01/08/2023,01/14/2023,2022-2023,Human Metapneumovirus,1034,18,0.0174081238,19663,168,0.01,01/13/2024,202302-Human Metapneumovirus
202302,2,01/08/2023,01/14/2023,2022-2023,Influenza,5077,97,0.0191057711,90202,12005,0.13,01/13/2024,202302-Influenza
202302,2,01/08/2023,01/14/2023,2022-2023,Parainfluenza,1535,20,0.013029316,27288,873,0.03,01/13/2024,202302-Parainfluenza
202302,2,01/08/2023,01/14/2023,2022-2023,RSV,3743,79,0.0211060647,68778,6161,0.09,01/13/2024,202302-RSV
202302,2,01/08/2023,01/14/2023,2022-2023,Rhinovirus/Enterovirus,1029,87,0.084548105,19444,3066,0.16,01/13/2024,202302-Rhinovirus/Enterovirus
202302,2,01/08/2023,01/14/2023,2022-2023,SARS-CoV-2,6203,479,0.0772206997,111961,8670,0.08,01/13/2024,202302-SARS-CoV-2
202302,2,01/08/2023,01/14/2023,2022-2023,Seasonal Coronaviruses,1530,82,0.0535947712,27739,527,0.02,01/13/2024,202302-Seasonal Coronaviruses
202303,3,01/15/2023,01/21/2023,2022-2023,Adenovirus,960,39,0.040625,20367,652,0.03,01/20/2024,202303-Adenovirus
202303,3,01/15/2023,01/21/2023,2022-2023,Human Metapneumovirus,961,28,0.0291363163,20624,196,0.01,01/20/2024,202303-Human Metapneumovirus
202303,3,01/15/2023,01/21/2023,2022-2023,Influenza,4615,48,0.0104008667,94817,12053,0.13,01/20/2024,202303-Influenza
202303,3,01/15/2023,01/21/2023,2022-2023,Parainfluenza,1522,14,0.0091984231,28810,887,0.03,01/20/2024,202303-Parainfluenza
202303,3,01/15/2023,01/21/2023,2022-2023,RSV,3287,43,0.0130818375,72065,6204,0.09,01/20/2024,202303-RSV
202303,3,01/15/2023,01/21/2023,2022-2023,Rhinovirus/Enterovirus,960,127,0.1322916667,20404,3193,0.16,01/20/2024,202303-Rhinovirus/Enterovirus
202303,3,01/15/2023,01/21/2023,2022-2023,SARS-CoV-2,5775,352,0.060952381,117736,9022,0.08,01/20/2024,202303-SARS-CoV-2
202303,3,01/15/2023,01/21/2023,2022-2023,Seasonal Coronaviruses,1521,68,0.0447074293,29260,595,0.02,01/20/2024,202303-Seasonal Coronaviruses
202304,4,01/22/2023,01/28/2023,2022-2023,Adenovirus,779,38,0.0487804878,21146,690,0.03,01/27/2024,202304-Adenovirus
202304,4,01/22/2023,01/28/2023,2022-2023,Human Metapneumovirus,922,19,0.0206073753,21546,215,0.01,01/27/2024,202304-Human Metapneumovirus
202304,4,01/22/2023,01/28/2023,2022-2023,Influenza,4621,31,0.0067085047,99438,12084,0.12,01/27/2024,202304-Influenza
202304,4,01/22/2023,01/28/2023,2022-2023,Parainfluenza,1348,20,0.0148367953,30158,907,0.03,01/27/2024,202304-Parainfluenza
202304,4,01/22/2023,01/28/2023,2022-2023,RSV,3470,45,0.0129682997,75535,6249,0.08,01/27/2024,202304-RSV
202304,4,01/22/2023,01/28/2023,2022-2023,Rhinovirus/Enterovirus,921,180,0.1954397394,21325,3373,0.16,01/27/2024,202304-Rhinovirus/Enterovirus
202304,4,01/22/2023,01/28/2023,2022-2023,SARS-CoV-2,6031,395,0.0654949428,123767,9417,0.08,01/27/2024,202304-SARS-CoV-2
202304,4,01/22/2023,01/28/2023,2022-2023,Seasonal Coronaviruses,1347,74,0.0549368968,30607,669,0.02,01/27/2024,202304-Seasonal Coronaviruses
202305,5,01/29/2023,02/04/2023,2022-2023,Adenovirus,1005,40,0.039800995,22151,730,0.03,02/03/2024,202305-Adenovirus
202305,5,01/29/2023,02/04/2023,2022-2023,Human Metapneumovirus,1007,47,0.046673287,22553,262,0.01,02/03/2024,202305-Human Metapneumovirus
202305,5,01/29/2023,02/04/2023,2022-2023,Influenza,4606,20,0.0043421624,104044,12104,0.12,02/03/2024,202305-Influenza
202305,5,01/29/2023,02/04/2023,2022-2023,Parainfluenza,1472,20,0.0135869565,31630,927,0.03,02/03/2024,202305-Parainfluenza
202305,5,01/29/2023,02/04/2023,2022-2023,RSV,3443,42,0.012198664,78978,6291,0.08,02/03/2024,202305-RSV
202305,5,01/29/2023,02/04/2023,2022-2023,Rhinovirus/Enterovirus,1005,188,0.1870646766,22330,3561,0.16,02/03/2024,202305-Rhinovirus/Enterovirus
202305,5,01/29/2023,02/04/2023,2022-2023,SARS-CoV-2,5891,400,0.0679001867,129658,9817,0.08,02/03/2024,202305-SARS-CoV-2
202305,5,01/29/2023,02/04/2023,2022-2023,Seasonal Coronaviruses,1470,94,0.0639455782,32077,763,0.02,02/03/2024,202305-Seasonal Coronaviruses
202306,6,02/05/2023,02/11/2023,2022-2023,Adenovirus,1091,56,0.0513290559,23242,786,0.03,02/10/2024,202306-Adenovirus
202306,6,02/05/2023,02/11/2023,2022-2023,Human Metapneumovirus,1093,61,0.0558096981,23646,323,0.01,02/10/2024,202306-Human Metapneumovirus
202306,6,02/05/2023,02/11/2023,2022-2023,Influenza,4475,40,0.0089385475,108519,12144,0.11,02/10/2024,202306-Influenza
202306,6,02/05/2023,02/11/2023,2022-2023,Parainfluenza,1507,24,0.0159256802,33137,951,0.03,02/10/2024,202306-Parainfluenza
202306,6,02/05/2023,02/11/2023,2022-2023,RSV,3337,38,0.0113874738,82315,6329,0.08,02/10/2024,202306-RSV
202306,6,02/05/2023,02/11/2023,2022-2023,Rhinovirus/Enterovirus,1091,193,0.1769019248,23421,3754,0.16,02/10/2024,202306-Rhinovirus/Enterovirus
202306,6,02/05/2023,02/11/2023,2022-2023,SARS-CoV-2,5714,387,0.0677283864,135372,10204,0.08,02/10/2024,202306-SARS-CoV-2
202306,6,02/05/2023,02/11/2023,2022-2023,Seasonal Coronaviruses,1505,127,0.0843853821,33582,890,0.03,02/10/2024,202306-Seasonal Coronaviruses
202307,7,02/12/2023,02/18/2023,2022-2023,Adenovirus,1090,51,0.0467889908,24332,837,0.03,02/17/2024,202307-Adenovirus
202307,7,02/12/2023,02/18/2023,2022-2023,Human Metapneumovirus,1101,75,0.068119891,24747,398,0.02,02/17/2024,202307-Human Metapneumovirus
202307,7,02/12/2023,02/18/2023,2022-2023,Influenza,4496,26,0.0057829181,113015,12170,0.11,02/17/2024,202307-Influenza
202307,7,02/12/2023,02/18/2023,2022-2023,Parainfluenza,1617,34,0.0210265925,34754,985,0.03,02/17/2024,202307-Parainfluenza
202307,7,02/12/2023,02/18/2023,2022-2023,RSV,3183,19,0.0059692114,85498,6348,0.07,02/17/2024,202307-RSV
202307,7,02/12/2023,02/18/2023,2022-2023,Rhinovirus/Enterovirus,1090,186,0.1706422018,24511,3940,0.16,02/17/2024,202307-Rhinovirus/Enterovirus
202307,7,02/12/2023,02/18/2023,2022-2023,SARS-CoV-2,5477,363,0.066277159,140849,10567,0.08,02/17/2024,202307-SARS-CoV-2
202307,7,02/12/2023,02/18/2023,2022-2023,Seasonal Coronaviruses,1606,120,0.0747198007,35188,1010,0.03,02/17/2024,202307-Seasonal Coronaviruses
202308,8,02/19/2023,02/25/2023,2022-2023,Adenovirus,1053,49,0.0465337132,25385,886,0.03,02/24/2024,202308-Adenovirus
202308,8,02/19/2023,02/25/2023,2022-2023,Human Metapneumovirus,1058,106,0.1001890359,25805,504,0.02,02/24/2024,202308-Human Metapneumovirus
202308,8,02/19/2023,02/25/2023,2022-2023,Influenza,4281,26,0.0060733473,117296,12196,0.10,02/24/2024,202308-Influenza
202308,8,02/19/2023,02/25/2023,2022-2023,Parainfluenza,1487,28,0.0188298588,36241,1013,0.03,02/24/2024,202308-Parainfluenza
202308,8,02/19/2023,02/25/2023,2022-2023,RSV,3140,24,0.0076433121,88638,6372,0.07,02/24/2024,202308-RSV
202308,8,02/19/2023,02/25/2023,2022-2023,Rhinovirus/Enterovirus,1053,152,0.1443494777,25564,4092,0.16,02/24/2024,202308-Rhinovirus/Enterovirus
202308,8,02/19/2023,02/25/2023,2022-2023,SARS-CoV-2,5141,406,0.0789729625,145990,10973,0.08,02/24/2024,202308-SARS-CoV-2
202308,8,02/19/2023,02/25/2023,2022-2023,Seasonal Coronaviruses,1482,95,0.0641025641,36670,1105,0.03,02/24/2024,202308-Seasonal Coronaviruses
202309,9,02/26/2023,03/04/2023,2022-2023,Adenovirus,1091,44,0.0403299725,26476,930,0.04,03/02/2024,202309-Adenovirus
202309,9,02/26/2023,03/04/2023,2022-2023,Human Metapneumovirus,1094,138,0.126142596,26899,642,0.02,03/02/2024,202309-Human Metapneumovirus
202309,9,02/26/2023,03/04/2023,2022-2023,Influenza,4470,22,0.0049217002,121766,12218,0.10,03/02/2024,202309-Influenza
202309,9,02/26/2023,03/04/2023,2022-2023,Parainfluenza,1628,33,0.0202702703,37869,1046,0.03,03/02/2024,202309-Parainfluenza
202309,9,02/26/2023,03/04/2023,2022-2023,RSV,3226,31,0.0096094234,91864,6403,0.07,03/02/2024,202309-RSV
202309,9,02/26/2023,03/04/2023,2022-2023,Rhinovirus/Enterovirus,1091,158,0.1448212649,26655,4250,0.16,03/02/2024,202309-Rhinovirus/Enterovirus
202309,9,02/26/2023,03/04/2023,2022-2023,SARS-CoV-2,5228,379,0.0724942617,151218,11352,0.08,03/02/2024,202309-SARS-CoV-2
202309,9,02/26/2023,03/04/2023,2022-2023,Seasonal Coronaviruses,1625,96,0.0590769231,38295,1201,0.03,03/02/2024,202309-Seasonal Coronaviruses
202310,10,03/05/2023,03/11/2023,2022-2023,Adenovirus,1169,59,0.0504704876,27645,989,0.04,03/09/2024,202310-Adenovirus
202310,10,03/05/2023,03/11/2023,2022-2023,Human Metapneumovirus,1171,132,0.1127241674,28070,774,0.03,03/09/2024,202310-Human Metapneumovirus
202310,10,03/05/2023,03/11/2023,2022-2023,Influenza,4358,21,0.0048187242,126124,12239,0.10,03/09/2024,202310-Influenza
202310,10,03/05/2023,03/11/2023,2022-2023,Parainfluenza,1681,34,0.0202260559,39550,1080,0.03,03/09/2024,202310-Parainfluenza
202310,10,03/05/2023,03/11/2023,2022-2023,RSV,3132,17,0.0054278416,94996,6420,0.07,03/09/2024,202310-RSV
202310,10,03/05/2023,03/11/2023,2022-2023,Rhinovirus/Enterovirus,1169,157,0.1343028229,27824,4407,0.16,03/09/2024,202310-Rhinovirus/Enterovirus
202310,10,03/05/2023,03/11/2023,2022-2023,SARS-CoV-2,5214,298,0.0571538166,156432,11650,0.07,03/09/2024,202310-SARS-CoV-2
202310,10,03/05/2023,03/11/2023,2022-2023,Seasonal Coronaviruses,1679,67,0.0399047052,39974,1268,0.03,03/09/2024,202310-Seasonal Coronaviruses
202311,11,03/12/2023,03/18/2023,2022-2023,Adenovirus,971,42,0.0432543769,28616,1031,0.04,03/16/2024,202311-Adenovirus
202311,11,03/12/2023,03/18/2023,2022-2023,Human Metapneumovirus,977,108,0.110542477,29047,882,0.03,03/16/2024,202311-Human Metapneumovirus
202311,11,03/12/2023,03/18/2023,2022-2023,Influenza,3836,26,0.0067778936,129960,12265,0.09,03/16/2024,202311-Influenza
202311,11,03/12/2023,03/18/2023,2022-2023,Parainfluenza,1484,44,0.0296495957,41034,1124,0.03,03/16/2024,202311-Parainfluenza
202311,11,03/12/2023,03/18/2023,2022-2023,RSV,2565,30,0.0116959064,97561,6450,0.07,03/16/2024,202311-RSV
202311,11,03/12/2023,03/18/2023,2022-2023,Rhinovirus/Enterovirus,971,138,0.1421215242,28795,4545,0.16,03/16/2024,202311-Rhinovirus/Enterovirus
202311,11,03/12/2023,03/18/2023,2022-2023,SARS-CoV-2,4471,247,0.0552449117,160903,11897,0.07,03/16/2024,202311-SARS-CoV-2
202311,11,03/12/2023,03/18/2023,2022-2023,Seasonal Coronaviruses,1478,61,0.0412719892,41452,1329,0.03,03/16/2024,202311-Seasonal Coronaviruses
202312,12,03/19/2023,03/25/2023,2022-2023,Adenovirus,1043,50,0.0479386385,29659,1081,0.04,03/23/2024,202312-Adenovirus
202312,12,03/19/2023,03/25/2023,2022-2023,Human Metapneumovirus,1047,118,0.1127029608,30094,1000,0.03,03/23/2024,202312-Human Metapneumovirus
202312,12,03/19/2023,03/25/2023,2022-2023,Influenza,3894,27,0.0069337442,133854,12292,0.09,03/23/2024,202312-Influenza
202312,12,03/19/2023,03/25/2023,2022-2023,Parainfluenza,1590,52,0.0327044025,42624,1176,0.03,03/23/2024,202312-Parainfluenza
202312,12,03/19/2023,03/25/2023,2022-2023,RSV,2642,16,0.0060560182,100203,6466,0.06,03/23/2024,202312-RSV
202312,12,03/19/2023,03/25/2023,2022-2023,Rhinovirus/Enterovirus,1043,184,0.1764141898,29838,4729,0.16,03/23/2024,202312-Rhinovirus/Enterovirus
202312,12,03/19/2023,03/25/2023,2022-2023,SARS-CoV-2,4455,272,0.0610549944,165358,12169,0.07,03/23/2024,202312-SARS-CoV-2
202312,12,03/19/2023,03/25/2023,2022-2023,Seasonal Coronaviruses,1586,51,0.0321563682,43038,1380,0.03,03/23/2024,202312-Seasonal Coronaviruses
202313,13,03/26/2023,04/01/2023,2022-2023,Adenovirus,913,36,0.0394304491,30572,1117,0.04,03/30/2024,202313-Adenovirus
202313,13,03/26/2023,04/01/2023,2022-2023,Human Metapneumovirus,919,103,0.112078346,31013,1103,0.04,03/30/2024,202313-Human Metapneumovirus
202313,13,03/26/2023,04/01/2023,2022-2023,Influenza,3683,35,0.0095031225,137537,12327,0.09,03/30/2024,202313-Influenza
202313,13,03/26/2023,04/01/2023,2022-2023,Parainfluenza,1516,45,0.0296833773,44140,1221,0.03,03/30/2024,202313-Parainfluenza
202313,13,03/26/2023,04/01/2023,2022-2023,RSV,2389,6,0.0025115111,102592,6472,0.06,03/30/2024,202313-RSV
202313,13,03/26/2023,04/01/2023,2022-2023,Rhinovirus/Enterovirus,913,141,0.1544359255,30751,4870,0.16,03/30/2024,202313-Rhinovirus/Enterovirus
202313,13,03/26/2023,04/01/2023,2022-2023,SARS-CoV-2,4092,211,0.0515640274,169450,12380,0.07,03/30/2024,202313-SARS-CoV-2
202313,13,03/26/2023,04/01/2023,2022-2023,Seasonal Coronaviruses,1510,26,0.017218543,44548,1406,0.03,03/30/2024,202313-Seasonal Coronaviruses
202314,14,04/02/2023,04/08/2023,2022-2023,Adenovirus,915,42,0.0459016393,31487,1159,0.04,04/06/2024,202314-Adenovirus
202314,14,04/02/2023,04/08/2023,2022-2023,Human Metapneumovirus,920,81,0.0880434783,31933,1184,0.04,04/06/2024,202314-Human Metapneumovirus
202314,14,04/02/2023,04/08/2023,2022-2023,Influenza,3362,11,0.003271862,140899,12338,0.09,04/06/2024,202314-Influenza
202314,14,04/02/2023,04/08/2023,2022-2023,Parainfluenza,1502,64,0.0426098535,45642,1285,0.03,04/06/2024,202314-Parainfluenza
202314,14,04/02/2023,04/08/2023,2022-2023,RSV,2165,5,0.0023094688,104757,6477,0.06,04/06/2024,202314-RSV
202314,14,04/02/2023,04/08/2023,2022-2023,Rhinovirus/Enterovirus,915,164,0.1792349727,31666,5034,0.16,04/06/2024,202314-Rhinovirus/Enterovirus
202314,14,04/02/2023,04/08/2023,2022-2023,SARS-CoV-2,3545,190,0.053596615,172995,12570,0.07,04/06/2024,202314-SARS-CoV-2
202314,14,04/02/2023,04/08/2023,2022-2023,Seasonal Coronaviruses,1497,31,0.0207080828,46045,1437,0.03,04/06/2024,202314-Seasonal Coronaviruses
202315,15,04/09/2023,04/15/2023,2022-2023,Adenovirus,972,49,0.0504115226,32459,1208,0.04,04/13/2024,202315-Adenovirus
202315,15,04/09/2023,04/15/2023,2022-2023,Human Metapneumovirus,979,79,0.0806945863,32912,1263,0.04,04/13/2024,202315-Human Metapneumovirus
202315,15,04/09/2023,04/15/2023,2022-2023,Influenza,3438,37,0.010762071,144337,12375,0.09,04/13/2024,202315-Influenza
202315,15,04/09/2023,04/15/2023,2022-2023,Parainfluenza,1650,88,0.0533333333,47292,1373,0.03,04/13/2024,202315-Parainfluenza
202315,15,04/09/2023,04/15/2023,2022-2023,RSV,2182,9,0.0041246563,106939,6486,0.06,04/13/2024,202315-RSV
202315,15,04/09/2023,04/15/2023,2022-2023,Rhinovirus/Enterovirus,972,162,0.1666666667,32638,5196,0.16,04/13/2024,202315-Rhinovirus/Enterovirus
202315,15,04/09/2023,04/15/2023,2022-2023,SARS-CoV-2,3218,171,0.0531385954,176213,12741,0.07,04/13/2024,202315-SARS-CoV-2
202315,15,04/09/2023,04/15/2023,2022-2023,Seasonal Coronaviruses,1644,39,0.0237226277,47689,1476,0.03,04/13/2024,202315-Seasonal Coronaviruses
202316,16,04/16/2023,04/22/2023,2022-2023,Adenovirus,896,43,0.0479910714,33355,1251,0.04,04/20/2024,202316-Adenovirus
202316,16,04/16/2023,04/22/2023,2022-2023,Human Metapneumovirus,898,46,0.0512249443,33810,1309,0.04,04/20/2024,202316-Human Metapneumovirus
202316,16,04/16/2023,04/22/2023,2022-2023,Influenza,3279,19,0.0057944495,147616,12394,0.08,04/20/2024,202316-Influenza
202316,16,04/16/2023,04/22/2023,2022-2023,Parainfluenza,1465,73,0.0498293515,48757,1446,0.03,04/20/2024,202316-Parainfluenza
202316,16,04/16/2023,04/22/2023,2022-2023,RSV,2119,6,0.0028315243,109058,6492,0.06,04/20/2024,202316-RSV
202316,16,04/16/2023,04/22/2023,2022-2023,Rhinovirus/Enterovirus,896,130,0.1450892857,33534,5326,0.16,04/20/2024,202316-Rhinovirus/Enterovirus
202316,16,04/16/2023,04/22/2023,2022-2023,SARS-CoV-2,2867,142,0.0495291245,179080,12883,0.07,04/20/2024,202316-SARS-CoV-2
202316,16,04/16/2023,04/22/2023,2022-2023,Seasonal Coronaviruses,1493,17,0.0113864702,49182,1493,0.03,04/20/2024,202316-Seasonal Coronaviruses
202317,17,04/23/2023,04/29/2023,2022-2023,Adenovirus,867,44,0.0507497116,34222,1295,0.04,04/27/2024,202317-Adenovirus
202317,17,04/23/2023,04/29/2023,2022-2023,Human Metapneumovirus,872,35,0.0401376147,34682,1344,0.04,04/27/2024,202317-Human Metapneumovirus
202317,17,04/23/2023,04/29/2023,2022-2023,Influenza,3043,29,0.009530069,150659,12423,0.08,04/27/2024,202317-Influenza
202317,17,04/23/2023,04/29/2023,2022-2023,Parainfluenza,1505,78,0.0518272425,50262,1524,0.03,04/27/2024,202317-Parainfluenza
202317,17,04/23/2023,04/29/2023,2022-2023,RSV,2281,11,0.0048224463,111339,6503,0.06,04/27/2024,202317-RSV
202317,17,04/23/2023,04/29/2023,2022-2023,Rhinovirus/Enterovirus,867,158,0.1822376009,34401,5484,0.16,04/27/2024,202317-Rhinovirus/Enterovirus
202317,17,04/23/2023,04/29/2023,2022-2023,SARS-CoV-2,2550,128,0.0501960784,181630,13011,0.07,04/27/2024,202317-SARS-CoV-2
202317,17,04/23/2023,04/29/2023,2022-2023,Seasonal Coronaviruses,1500,19,0.0126666667,50682,1512,0.03,04/27/2024,202317-Seasonal Coronaviruses
202318,18,04/30/2023,05/06/2023,2022-2023,Adenovirus,948,41,0.0432489451,35170,1336,0.04,05/04/2024,202318-Adenovirus
202318,18,04/30/2023,05/06/2023,2022-2023,Human Metapneumovirus,951,18,0.0189274448,35633,1362,0.04,05/04/2024,202318-Human Metapneumovirus
202318,18,04/30/2023,05/06/2023,2022-2023,Influenza,3414,28,0.0082015231,154073,12451,0.08,05/04/2024,202318-Influenza
202318,18,04/30/2023,05/06/2023,2022-2023,Parainfluenza,1674,79,0.0471923536,51936,1603,0.03,05/04/2024,202318-Parainfluenza
202318,18,04/30/2023,05/06/2023,2022-2023,RSV,2111,4,0.0018948366,113450,6507,0.06,05/04/2024,202318-RSV
202318,18,04/30/2023,05/06/2023,2022-2023,Rhinovirus/Enterovirus,948,230,0.2426160338,35349,5714,0.16,05/04/2024,202318-Rhinovirus/Enterovirus
202318,18,04/30/2023,05/06/2023,2022-2023,SARS-CoV-2,2660,125,0.0469924812,184290,13136,0.07,05/04/2024,202318-SARS-CoV-2
202318,18,04/30/2023,05/06/2023,2022-2023,Seasonal Coronaviruses,1671,12,0.0071813285,52353,1524,0.03,05/04/2024,202318-Seasonal Coronaviruses
202319,19,05/07/2023,05/13/2023,2022-2023,Adenovirus,803,42,0.0523038605,35973,1378,0.04,05/11/2024,202319-Adenovirus
202319,19,05/07/2023,05/13/2023,2022-2023,Human Metapneumovirus,806,12,0.0148883375,36439,1374,0.04,05/11/2024,202319-Human Metapneumovirus
202319,19,05/07/2023,05/13/2023,2022-2023,Influenza,2938,38,0.0129339687,157011,12489,0.08,05/11/2024,202319-Influenza
202319,19,05/07/2023,05/13/2023,2022-2023,Parainfluenza,1357,67,0.0493736183,53293,1670,0.03,05/11/2024,202319-Parainfluenza
202319,19,05/07/2023,05/13/2023,2022-2023,RSV,1902,8,0.0042060988,115352,6515,0.06,05/11/2024,202319-RSV
202319,19,05/07/2023,05/13/2023,2022-2023,Rhinovirus/Enterovirus,803,161,0.200498132,36152,5875,0.16,05/11/2024,202319-Rhinovirus/Enterovirus
202319,19,05/07/2023,05/13/2023,2022-2023,SARS-CoV-2,2456,105,0.042752443,186746,13241,0.07,05/11/2024,202319-SARS-CoV-2
202319,19,05/07/2023,05/13/2023,2022-2023,Seasonal Coronaviruses,1355,12,0.0088560886,53708,1536,0.03,05/11/2024,202319-Seasonal Coronaviruses
202320,20,05/14/2023,05/20/2023,2022-2023,Adenovirus,825,31,0.0375757576,36798,1409,0.04,05/18/2024,202320-Adenovirus
202320,20,05/14/2023,05/20/2023,2022-2023,Human Metapneumovirus,827,15,0.0181378476,37266,1389,0.04,05/18/2024,202320-Human Metapneumovirus
